"category","date_in","date_in_posix","clerk_id_in","type_code","product_scancode","customer_no_sold","p_description"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3142",600,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3122",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3150",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4312",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3139",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3167",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3123",NA,"toy,  puzzle or game"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3178",NA,"hair item"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4242",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3138",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4169",NA,"toy,  puzzle or game"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4243",NA,"hair item"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3153",NA,"sandal or shoe"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4251",NA,"book"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3172",NA,"sandal or shoe"
1,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3262",NA,"overalls"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4259",NA,"frame"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3093",NA,"sox"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3089",5269,"bib"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4230",NA,"book"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4185",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3182",NA,"toy,  puzzle or game"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3244",NA,"underwear  type onsie"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3267",NA,"slipper"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3217",NA,"sox"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3227",NA,"sandal or shoe"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4311",600,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4245",NA,"toy,  puzzle or game"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4265",NA,"book"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4285",NA,"book"
1,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3211",NA,"pants"
1,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd3241",NA,"shirt"
3,"02/17/2004 12:00:00 AM","1077004800","KER",2,"wd4190",NA,"video or audio tape or cd rom or  dvd"
1,"02/17/2004 12:00:00 AM","1077004800","KER",2,"WD3239",NA,"sweat shirt"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"WD4179",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"WD4207",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"WD3065",NA,"toy,  puzzle or game"
2,"02/17/2004 12:00:00 AM","1077004800","KER",2,"WD4224",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4291",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wf3791",NA,"toy,  puzzle or game"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3102",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3255",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3166",NA,"overalls"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3101",4194,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3213",NA,"pants"
2,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4295",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4274",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4298",NA,"toy,  puzzle or game"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4483",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4500",NA,"hat knit"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4559",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4511",600,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3058",NA,"hat knit  with booties"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3084",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3082",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3054",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3060",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","SUE",2,"wd3098",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","SUE",2,"wd3047",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","SUE",2,"wd3074",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","SUE",2,"wd3051",NA,"shirt"
3,"02/18/2004 12:00:00 AM","1077091200","SUE",2,"wd1518",NA,"bouncey seat donated - returned vibrater did not work"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3111",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3083",NA,"pj,  night gowns,  robes"
3,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3079",NA,"mittens"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3120",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4502",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3062",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4490",NA,"sweat shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3068",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3055",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3275",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3148",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3140",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3269",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3280",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4495",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4523",NA,"cotton one piece outfit or set"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4486",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3276",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4512",NA,"cotton one piece outfit or set"
3,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4520",NA,"sandal or shoe"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3041",NA,"sweat shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3104",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd4508",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","LEA",2,"wd3294",NA,"cotton one piece outfit or set"
1,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3112",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3124",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3128",NA,"cotton one piece outfit or set"
3,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3092",NA,"panties, boxers, briefs"
3,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3306",NA,"panties, boxers, briefs"
3,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd4219",NA,"video or audio tape or cd rom or  dvd"
3,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3159",NA,"sandal or shoe"
3,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd4239",NA,"flowers"
2,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3152",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd3310",600,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KER",2,"wd4231",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3206",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3330",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3090",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3236",NA,"toy,  puzzle or game"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3338",NA,"toy,  puzzle or game"
3,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4346",NA,"book"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3088",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3096",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3052",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3155",NA,"dress"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3044",NA,"dress"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3261",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3506",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3232",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4536",NA,"cotton one piece outfit or set"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3200",NA,"pj,  night gowns,  robes"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3487",NA,"cotton one piece outfit or set"
3,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3190",NA,"underwear  type onsie"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3342",NA,"overalls"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3358",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd3514",NA,"cotton one piece outfit or set"
2,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4356",NA,"toy,  puzzle or game"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4347",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4064",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4020",NA,"skirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4040",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4016",NA,"shirt"
3,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4060",NA,"panties, boxers, briefs"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4023",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4045",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4014",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4047",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4056",NA,"sweat shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4080",NA,"shirt"
3,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4059",NA,"underwear  type onsie"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4104",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4015",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4072",NA,"pants"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4004",NA,"shirt"
3,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4079",600," diaper cover"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4028",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4003",NA,"shirt"
1,"02/18/2004 12:00:00 AM","1077091200","KAY",2,"wd4031",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4053",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4069",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4018",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4006",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4025",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4030",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4022",NA,"sweat shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4116",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4001",NA,"dress"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4148",NA,"dress"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4092",NA,"overalls"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4088",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4009",NA,"overalls"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4103",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4074",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4099",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4108",NA,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4144",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4027",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4134",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4138",NA,"dress"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4127",3406,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4139",600,"pants"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4154",NA,"Mittens"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4050",NA,"sweat shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4126",NA,"dress"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4075",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4082",NA,"pants"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4085",NA,"slipper"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4384",NA,"sox"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4121",NA,"sox"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4042",NA,"sox"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4109",NA,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4379",600,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4371",NA,"pj,  night gowns,  robes"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4097",NA,"underwear  type onsie"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4372",NA,"underwear  type onsie"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4395",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4101",NA,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4117",NA,"dress"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4330",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4376",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4130",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4322",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4400",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4368",NA,"sweat shirt"
3,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4506",NA,"panties, boxers, briefs"
1,"02/19/2004 12:00:00 AM","1077177600","YNL",2,"wd4335",NA,"shirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4000",4206,"frame"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3922",NA,"rack"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3515",600," diaper cover"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3113",NA," diaper cover"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3492",NA," diaper cover"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3183",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3467",NA,"sweat shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3430",NA,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3064",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3510",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3569",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3574",NA,"infant gown"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3493",NA,"underwear  type onsie"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3581",NA,"underwear  type onsie"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3188",NA,"sox"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3135",NA,"underwear  type onsie"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4152",NA,"underwear  type onsie"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3565",NA,"underwear  type onsie"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3585",NA,"infant gown"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3518",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4067",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3478",NA,"pj,  night gowns,  robes"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4131",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4150",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4142",NA,"snap shirt-style onesie"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4063",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd4055",NA,"sweat shirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3326",NA,"sox"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wd3087",NA,"shirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4063",NA,"sox"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4055",NA,"2 or 3 piece sets"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4027",NA,"sox"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4043",NA,"vest"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4079",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4035",NA,"shirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4159",NA,"sandal or shoe"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4071",NA,"sandal or shoe"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4083",NA,"sox"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4115",NA,"cotton one piece outfit or set"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4104",NA,"pants"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4119",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4152",NA,"shirt"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4091",NA,"shirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4116",NA,"sox"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4160",NA,"slipper"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4111",NA,"pants"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4128",NA,"sandal or shoe"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4143",NA,"dress"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4024",NA,"book"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4028",NA,"book"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4016",600,"book"
1,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4127",3267,"skirt"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4044",600,"book"
3,"02/19/2004 12:00:00 AM","1077177600","KER",2,"wf4076",NA,"book"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4148",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4113",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4093",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4103",NA,"dress"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4117",NA,"pj,  night gowns,  robes"
2,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4018",NA,"toy,  puzzle or game"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4153",NA,"sandal or shoe"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4114",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4130",NA,"dress"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4133",NA,"sweat shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3947",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3932",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4170",NA,"dress"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3944",NA,"overalls"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4146",NA,"sweat shirt"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3992",NA,"Baby Neck Rest"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3984",6188,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4150",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3988",NA,"hat knit"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3928",NA,"pj,  night gowns,  robes"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4166",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3956",NA,"sweat shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3940",NA,"pj,  night gowns,  robes"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3923",NA,"pj,  night gowns,  robes"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3960",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3939",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3935",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3959",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3955",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3964",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4065",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4073",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4081",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3987",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3943",NA,"hat knit"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"3994",NA,"shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3982",NA,"sweat shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3938",NA,"shirt"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3990",NA,"tights"
2,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3957",NA,"toy,  puzzle or game"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3926",NA,"bib"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4403",NA,"bib"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4399",NA,"Sippy Cup"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wf4136",NA,"sandal or shoe"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3945",NA,"sandal or shoe"
3,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3971",NA,"slipper"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3965",NA,"sweat shirt"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3963",NA,"pj,  night gowns,  robes"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3934",NA,"pants"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3942",NA,"cotton one piece outfit or set"
1,"02/20/2004 12:00:00 AM","1077264000","YNL",2,"wd3930",NA,"cotton one piece outfit or set"
3,"02/20/2004 12:00:00 AM","1077264000","KAY",2,"wf4379",NA,"book"
3,"02/20/2004 12:00:00 AM","1077264000","KAY",2,"wf4363",NA,"book"
3,"02/20/2004 12:00:00 AM","1077264000","KAY",2,"wf4343",600,"book"
